current_speed,current_delay,distance_remaining,historical_delay,previous_station_delay,section_average_speed,weather_factor,congestion_factor,signal_halt_minutes,eta_minutes
63.224,0.0,41.602,18.806,0.0,57.402,1.0,1.08,0.0,49.1
69.9,8.091,169.777,10.797,6.325,40.241,1.55,1.0,6.119,412.169
111.53,20.972,150.355,11.822,5.386,44.603,1.08,1.0,2.582,239.815
81.361,15.04,89.026,5.09,4.357,42.956,1.0,1.0,1.951,137.059
58.665,13.003,59.337,0.695,8.613,46.15,1.0,0.85,0.0,78.039
58.001,0.0,158.073,14.855,0.0,78.964,1.0,1.0,1.162,167.613
81.715,8.659,20.961,24.992,4.0,66.344,1.0,1.0,2.552,30.825
110.22,0.0,41.502,8.279,3.537,89.739,1.0,1.35,4.206,49.231
30.512,10.82,80.738,0.0,0.477,97.523,1.18,1.35,2.766,267.945
107.582,25.144,54.283,2.044,0.946,57.423,1.0,1.0,5.043,79.714
48.789,22.647,74.474,4.795,0.0,76.702,1.35,1.0,5.006,147.177
84.572,0.0,131.387,20.417,12.202,93.205,1.0,1.08,0.0,106.776
79.518,4.769,40.171,4.065,6.918,103.697,1.08,1.0,3.289,40.932
114.473,4.52,103.091,14.978,9.094,54.07,1.0,1.08,1.667,134.78
90.894,5.153,64.121,0.0,3.069,76.41,1.55,1.0,0.0,83.574
82.591,20.994,82.676,13.827,20.139,65.221,1.0,1.0,2.187,101.614
107.154,19.988,168.826,0.089,7.422,65.384,1.0,1.0,5.361,173.118
63.938,11.912,158.789,9.992,14.169,48.144,1.0,1.08,3.102,232.149
44.982,4.146,39.135,0.0,0.0,59.647,1.0,1.0,0.777,60.541
81.359,17.499,2.873,0.0,5.702,63.44,1.0,1.18,5.908,25.712
57.536,15.275,105.808,11.114,9.298,101.995,1.0,1.18,3.135,149.521
107.772,11.905,11.54,7.97,15.717,65.313,1.08,1.08,1.529,29.55
27.011,12.439,106.205,9.183,9.336,44.577,1.0,1.18,0.793,291.443
33.235,23.704,43.116,10.811,0.0,45.702,1.0,1.18,2.438,113.093
74.431,0.0,123.111,23.826,0.909,43.33,1.18,1.18,1.238,246.138
108.556,7.598,48.938,11.119,0.0,44.782,1.0,1.08,0.0,77.414
105.599,0.563,58.428,0.0,8.99,63.582,1.0,0.85,5.114,54.217
103.485,22.046,39.971,13.326,1.047,41.364,1.0,0.85,3.436,66.99
41.218,0.0,35.746,6.705,7.976,41.889,1.08,1.08,1.316,66.79
106.741,14.146,13.769,0.014,9.466,79.617,1.0,1.0,2.654,26.87
41.671,13.374,63.106,9.361,0.0,51.68,1.35,1.08,0.601,148.169
29.661,0.47,109.246,8.503,9.396,64.735,1.18,1.0,0.151,266.538
78.416,13.894,47.949,4.388,0.566,89.505,1.55,1.18,2.636,83.665
86.83,22.402,92.299,0.0,14.366,75.238,1.0,0.85,4.083,84.926
69.375,21.615,90.943,13.204,7.759,60.831,1.08,1.08,0.764,123.114
93.238,13.716,126.351,14.947,0.0,99.14,1.0,1.0,2.899,97.069
87.758,11.315,71.451,7.445,8.627,57.319,1.0,1.18,4.838,105.27
22.136,4.401,59.672,16.475,13.367,49.474,1.0,1.08,2.709,185.106
93.108,3.208,174.69,8.525,1.211,86.896,1.18,1.35,4.003,203.29
52.894,17.694,116.543,17.135,4.691,76.681,1.0,1.08,3.502,167.756
63.325,6.006,95.932,11.465,9.514,54.197,1.35,1.0,1.567,155.985
54.653,11.646,131.99,11.62,7.162,76.115,1.0,1.35,0.213,214.855
86.445,12.863,31.571,6.803,13.546,77.572,1.0,1.0,6.579,43.128
36.272,3.034,160.06,0.0,6.078,47.191,1.0,1.08,3.872,296.971
47.608,6.043,34.733,6.095,5.121,62.681,1.0,1.18,1.542,60.843
64.646,5.548,14.345,2.7,0.178,93.924,1.35,1.08,1.059,27.454
89.48,13.187,61.099,6.365,3.909,61.27,1.35,1.18,3.744,114.279
48.84,15.303,47.556,13.136,9.276,74.955,1.0,1.0,5.48,79.683
42.86,7.866,134.756,6.409,4.918,42.489,1.35,1.08,0.734,285.576
80.776,12.572,83.328,0.0,15.173,52.837,1.0,1.35,2.393,147.586
102.764,10.569,41.358,0.0,11.057,86.115,1.0,1.0,0.0,37.399
49.027,7.785,154.747,13.461,4.755,56.167,1.0,1.0,7.763,205.731
22.91,19.131,53.647,6.006,0.0,75.529,1.0,1.08,4.441,172.025
33.557,8.409,149.764,7.595,6.849,101.449,1.0,1.0,3.218,282.046
96.575,9.562,176.124,0.0,9.911,79.993,1.08,1.0,4.285,153.782
55.385,19.894,125.944,17.544,3.22,85.379,1.0,1.0,2.276,158.695
80.416,6.559,165.98,5.772,0.0,55.276,1.18,1.0,3.861,223.181
52.287,0.0,37.329,17.362,16.374,96.574,1.08,1.18,5.215,67.556
99.308,21.796,127.334,2.27,3.794,70.095,1.0,0.85,0.0,109.459
21.775,25.544,47.341,3.755,0.0,55.467,1.0,1.08,1.755,158.036
61.018,11.463,153.219,0.716,17.015,91.953,1.0,1.35,3.879,226.533
51.205,6.382,54.513,0.0,7.237,84.989,1.18,1.0,4.274,85.01
76.961,11.806,17.711,1.075,0.0,103.866,1.55,1.18,3.253,44.987
92.067,0.908,174.939,9.158,5.972,70.403,1.0,1.0,0.0,147.909
100.642,0.0,103.538,8.916,4.108,102.919,1.08,1.18,0.0,79.441
37.246,4.6,37.852,0.0,4.467,90.478,1.0,1.0,2.693,65.055
32.341,14.824,104.843,0.0,4.154,72.993,1.0,1.08,4.149,225.233
105.738,6.409,135.091,0.0,5.22,88.131,1.35,1.18,0.168,156.848
106.104,11.367,72.123,20.339,8.156,61.343,1.18,1.0,0.877,95.885
103.783,13.821,159.088,13.045,0.0,83.981,1.18,1.0,0.0,146.28
93.432,7.63,43.804,0.0,2.252,56.783,1.0,1.08,2.81,59.058
20.387,0.0,106.555,0.0,13.407,55.419,1.08,1.0,0.0,341.859
105.562,18.987,156.78,5.583,7.699,82.864,1.55,1.0,0.0,193.761
90.663,15.324,115.964,4.072,6.142,48.803,1.18,1.35,6.591,252.006
108.985,14.306,46.408,0.0,0.0,87.686,1.0,1.08,1.103,48.066
87.511,13.96,11.646,0.0,0.0,76.9,1.0,1.0,1.478,18.78
83.833,7.671,120.547,7.907,2.782,61.441,1.0,1.0,5.52,125.55
84.333,16.174,172.034,32.817,3.429,71.772,1.08,1.0,1.684,175.997
107.515,6.823,36.408,0.711,0.0,81.393,1.0,1.0,3.083,37.025
34.118,7.279,128.665,8.195,10.07,52.829,1.0,1.0,1.223,237.685
92.754,5.431,41.909,8.923,0.0,87.323,1.35,1.08,1.447,52.643
63.567,5.548,121.433,10.515,2.5,60.382,1.0,0.85,1.455,110.839
45.445,12.025,53.979,8.876,0.0,71.674,1.0,1.0,1.188,83.581
86.012,10.719,9.458,6.752,0.0,104.135,1.0,1.0,3.815,17.379
95.332,29.909,144.279,8.181,2.225,76.634,1.0,1.0,2.515,140.431
28.858,6.065,87.014,0.0,7.927,81.266,1.0,1.0,0.872,188.564
34.196,4.617,117.541,0.711,0.0,103.598,1.0,1.0,0.0,210.854
43.592,0.0,47.687,17.668,2.104,40.284,1.0,1.0,4.171,78.317
67.474,0.0,97.93,9.219,0.089,71.674,1.18,1.0,3.974,111.073
113.686,6.498,108.908,21.851,12.086,77.476,1.08,1.18,3.267,122.524
82.765,13.703,27.297,23.271,1.858,93.275,1.0,1.0,2.007,34.769
73.602,12.64,62.014,7.549,5.24,64.344,1.08,1.18,2.081,91.909
110.838,10.377,32.731,16.951,7.73,84.084,1.0,1.0,4.805,40.368
65.184,9.616,22.382,9.855,0.0,50.633,1.08,1.18,0.0,42.119
99.713,0.529,30.044,19.253,0.0,88.141,1.0,1.0,3.423,26.662
65.636,11.266,165.697,7.708,0.0,50.375,1.0,1.08,0.918,222.461
63.133,10.769,52.921,0.0,2.447,43.519,1.0,1.18,3.811,95.715
108.686,15.968,36.446,16.876,9.827,44.039,1.0,0.85,0.0,60.147
74.808,7.792,53.822,0.0,8.151,43.446,1.0,1.0,2.397,82.391
58.793,7.301,76.218,5.516,0.0,94.902,1.0,1.0,4.344,85.293
114.936,0.0,84.064,0.0,6.953,51.497,1.0,1.0,3.922,102.616
61.944,6.762,126.435,13.93,0.0,92.68,1.0,1.0,3.257,134.387
67.512,18.768,165.988,2.547,4.012,69.494,1.0,1.18,5.252,197.476
33.93,3.563,130.08,0.0,4.711,66.068,1.0,1.0,4.858,235.757
109.443,8.661,70.92,4.954,0.0,42.163,1.0,1.0,0.414,103.809
58.135,21.059,86.007,0.0,2.8,59.865,1.0,1.0,1.574,106.072
92.366,12.326,101.083,0.0,18.129,57.063,1.08,1.0,4.556,129.565
28.05,0.694,175.925,4.839,11.412,79.255,1.35,1.0,2.793,519.27
88.773,8.089,157.256,10.907,7.208,66.025,1.0,1.08,2.462,165.973
98.566,0.0,42.244,11.597,0.471,43.784,1.0,1.08,4.283,68.818
27.908,1.312,175.451,22.33,12.459,43.491,1.0,0.85,2.032,329.794
30.083,7.773,66.457,5.78,10.298,76.092,1.0,1.0,3.105,142.622
41.816,0.0,33.261,28.079,13.94,84.374,1.0,1.18,0.0,66.771
95.103,1.34,117.419,0.0,8.449,70.769,1.0,1.08,1.053,110.493
113.838,26.107,47.284,7.467,0.0,88.631,1.0,1.08,0.0,52.421
83.55,3.959,52.068,9.213,5.738,50.775,1.0,1.35,1.359,93.992
28.827,0.0,35.402,0.0,7.69,98.375,1.0,1.0,0.331,76.359
91.401,3.784,139.317,0.0,0.0,88.201,1.35,1.18,1.92,161.747
52.633,8.371,145.884,0.0,7.125,89.843,1.0,1.0,1.446,177.763
69.04,0.0,50.571,0.756,7.664,45.125,1.0,1.0,6.452,75.402
53.771,10.973,60.865,0.0,1.875,56.607,1.0,1.0,1.346,78.093
33.809,12.079,107.227,9.283,4.263,68.689,1.08,1.0,1.798,218.456
70.752,4.411,77.524,0.0,4.441,66.673,1.55,1.0,2.729,119.758
43.062,1.14,75.345,6.997,7.763,93.739,1.08,1.08,0.382,126.625
20.79,0.0,159.485,16.474,14.501,89.358,1.0,1.0,5.02,471.032
108.581,2.611,153.578,21.332,8.19,40.562,1.35,1.0,0.117,317.6
88.235,0.0,13.434,7.356,0.124,49.159,1.55,1.0,2.264,31.434
48.979,8.145,33.062,15.822,12.624,40.32,1.35,1.08,4.712,94.469
27.657,6.278,83.526,0.0,5.045,67.936,1.18,1.0,5.067,228.199
37.188,0.0,169.808,14.864,0.0,68.991,1.0,1.0,2.146,276.822
47.853,10.735,47.921,0.615,6.492,61.41,1.0,1.0,4.759,75.323
114.536,5.53,105.462,1.827,18.377,86.933,1.08,1.35,2.687,118.108
51.623,14.127,177.841,1.694,2.766,104.418,1.35,1.0,3.75,295.942
46.486,4.235,52.969,17.465,0.0,103.535,1.0,1.0,4.326,82.567
58.911,0.0,26.226,19.165,15.003,92.216,1.18,0.85,4.65,38.732
82.437,16.56,46.914,8.318,5.658,61.794,1.0,1.0,4.633,63.188
43.567,1.648,80.319,0.413,0.0,53.857,1.35,1.08,3.27,168.543
59.316,0.0,52.6,11.391,0.0,82.166,1.18,1.0,4.647,69.87
86.36,3.132,152.844,0.0,2.541,71.95,1.08,0.85,1.651,122.349
86.211,0.0,112.82,6.357,0.994,59.422,1.0,1.18,4.118,145.162
35.698,19.101,123.158,8.966,7.94,95.543,1.35,1.18,0.0,349.837
61.115,14.957,166.708,0.0,0.0,42.698,1.0,1.18,5.848,295.025
34.85,18.534,96.806,3.223,17.113,85.024,1.0,0.85,3.713,162.933
84.079,15.451,98.19,0.412,7.664,92.942,1.0,1.08,0.0,89.732
61.096,4.634,79.693,3.243,15.18,64.806,1.35,1.08,1.437,125.517
109.75,10.178,140.448,11.107,0.0,85.658,1.0,1.0,2.998,116.044
65.896,9.263,149.947,3.981,5.936,76.467,1.08,1.0,1.702,156.919
41.077,19.517,63.759,0.0,14.009,81.452,1.0,1.0,1.562,109.995
81.786,10.962,153.544,0.0,7.515,95.821,1.08,0.85,1.378,115.886
53.863,24.142,40.862,2.029,6.565,77.961,1.18,1.0,5.575,76.485
62.575,26.848,57.567,10.181,8.932,99.254,1.08,1.35,1.876,109.545
106.283,5.82,131.307,1.592,0.0,73.878,1.35,1.0,1.357,152.836
59.479,9.129,97.664,14.245,3.397,103.119,1.0,1.08,4.042,119.312
81.268,12.659,71.593,0.0,4.375,55.135,1.55,1.0,2.715,135.07
90.882,0.0,134.808,10.35,14.123,68.03,1.08,0.85,1.687,114.997
77.217,7.099,84.814,5.198,1.602,62.896,1.0,1.08,0.637,94.738
99.829,16.638,51.67,10.446,9.054,84.037,1.0,0.85,0.522,46.526
25.62,11.839,129.877,26.701,3.708,48.37,1.0,1.08,2.335,344.437
92.125,7.875,41.845,0.763,10.964,49.346,1.0,1.18,0.0,67.656
23.628,3.325,170.503,11.191,0.0,83.788,1.0,1.0,3.619,443.396
62.736,9.886,138.516,13.326,7.265,50.771,1.0,1.08,1.451,188.227
86.2,0.929,161.839,14.441,0.0,77.789,1.0,1.0,1.24,130.536
81.611,2.401,70.837,0.0,1.724,84.741,1.0,1.0,0.0,56.935
99.785,0.0,101.529,0.0,3.824,98.342,1.18,1.18,1.597,94.168
109.528,26.23,139.708,1.233,0.0,98.124,1.08,0.85,1.769,98.154
26.375,1.337,34.925,23.63,0.0,80.895,1.0,0.85,2.537,76.129
83.157,24.937,70.658,2.534,1.735,70.783,1.0,1.0,2.687,79.394
110.352,4.967,131.723,1.562,4.564,52.256,1.0,1.35,1.899,214.955
89.995,2.312,37.649,7.837,0.669,51.237,1.08,1.18,4.335,66.019
36.723,15.707,148.448,2.59,6.743,86.576,1.0,1.0,1.345,253.953
46.82,1.487,110.185,6.922,8.248,93.124,1.35,1.0,3.561,201.964
20.775,24.749,107.793,3.09,6.454,75.99,1.55,1.35,4.64,389.596
54.855,19.78,40.152,8.202,0.0,44.463,1.08,1.18,0.631,87.61
37.636,11.713,147.851,9.651,8.561,55.549,1.0,1.08,2.795,269.88
41.26,12.003,107.387,6.279,6.492,45.997,1.0,1.35,5.472,230.87
70.188,0.0,69.613,14.639,6.639,44.565,1.0,1.08,3.498,109.865
34.638,6.01,36.21,0.0,9.816,83.596,1.18,1.0,1.321,83.208
92.236,0.0,113.434,8.702,14.333,97.265,1.08,0.85,1.782,74.53
82.243,8.149,162.541,10.311,6.625,84.901,1.0,1.18,2.192,154.124
102.347,8.426,130.547,5.311,8.45,47.281,1.35,1.0,1.418,235.773
66.844,9.753,94.424,7.92,0.0,56.647,1.18,1.0,0.541,130.179
54.02,10.796,83.743,21.781,5.152,95.878,1.0,1.18,1.175,122.554
67.864,0.0,118.114,14.952,0.0,44.994,1.08,1.0,5.326,176.742
112.773,8.794,171.831,0.0,0.0,103.118,1.0,1.0,5.103,110.774
76.412,8.396,164.692,20.639,0.0,58.261,1.0,1.08,3.348,195.922
92.757,12.703,84.096,7.7,1.941,54.183,1.0,0.85,0.0,85.629
46.063,8.628,76.912,7.012,9.188,43.156,1.0,0.85,2.383,100.792
70.779,2.868,52.786,0.0,0.0,71.91,1.08,1.0,1.513,50.861
99.869,21.97,27.301,11.202,0.714,72.038,1.0,1.08,1.49,41.787
52.078,12.728,58.313,2.985,6.538,57.833,1.35,1.18,0.0,125.659
69.341,2.948,135.676,0.0,8.265,50.731,1.35,1.0,0.295,223.32
73.446,8.11,27.876,8.479,4.776,81.269,1.0,1.0,4.11,34.268
95.959,17.692,133.374,12.899,3.367,73.622,1.0,1.0,3.025,127.08
41.659,13.286,63.447,14.54,2.53,69.729,1.0,1.0,3.161,105.881
93.744,7.608,16.146,0.0,7.794,56.449,1.08,1.08,1.231,25.786
26.906,0.182,23.051,23.737,12.822,75.036,1.0,1.0,0.0,60.121
22.103,22.375,62.482,1.675,0.715,61.635,1.0,1.0,2.362,185.529
43.446,18.148,47.477,0.0,7.461,72.926,1.0,1.35,1.533,107.6
103.342,1.771,114.475,0.0,22.096,83.983,1.18,1.0,0.547,105.388
20.842,28.818,153.518,17.972,2.975,104.511,1.0,1.0,1.561,467.391
95.987,19.954,49.536,9.571,6.946,70.652,1.18,1.35,0.0,89.479
39.728,0.0,43.252,17.383,12.439,91.86,1.18,1.08,3.569,97.814
38.399,10.377,129.472,0.0,2.267,41.909,1.35,1.0,1.695,284.624
59.127,21.391,48.213,0.0,9.778,85.056,1.0,1.0,2.713,67.832
111.315,28.068,8.039,5.216,1.556,92.842,1.0,1.0,1.827,25.096
103.246,0.213,146.412,2.828,2.819,48.067,1.0,1.0,6.069,190.59
90.478,11.208,151.977,4.608,0.0,85.285,1.0,1.0,2.634,118.2
21.138,24.036,167.579,0.0,4.56,66.969,1.55,1.0,1.698,580.674
94.4,20.363,58.769,9.788,9.76,85.313,1.0,1.0,2.866,63.213
35.419,0.0,132.346,0.0,1.483,58.102,1.0,0.85,0.0,193.179
109.865,9.021,128.754,4.531,13.569,48.154,1.0,1.35,2.724,231.058
101.361,15.878,140.517,4.5,3.153,96.807,1.18,1.0,5.84,121.463
104.507,0.0,129.027,9.103,0.0,55.94,1.35,1.18,3.133,230.491
36.053,1.54,85.993,13.311,0.0,74.767,1.0,1.0,2.854,151.03
50.943,2.919,83.229,6.128,2.387,57.805,1.0,1.0,4.935,108.693
113.537,32.561,156.024,1.973,1.697,94.326,1.0,0.85,0.0,107.208
89.134,7.373,178.014,11.954,8.457,47.853,1.0,1.0,2.288,233.791
29.792,20.179,91.861,10.882,1.668,77.864,1.08,1.0,3.917,221.416
89.509,4.603,93.88,0.0,2.484,90.025,1.0,1.08,3.162,84.107
83.565,16.542,101.603,0.0,3.023,103.082,1.0,1.18,2.873,101.384
36.395,1.249,29.915,7.078,0.0,100.542,1.0,0.85,5.969,49.426
58.587,0.0,106.229,0.0,3.986,77.164,1.0,1.0,2.73,112.162
114.311,1.387,117.093,5.144,6.661,93.881,1.0,1.08,2.004,86.038
30.3,19.801,149.581,30.376,0.0,86.623,1.08,1.18,3.397,402.543
43.367,8.41,12.817,0.0,0.0,73.812,1.0,1.08,2.896,25.494
109.226,13.555,8.512,0.0,2.885,54.612,1.35,1.0,0.0,24.721
34.682,15.874,79.465,5.286,0.0,85.191,1.18,1.35,3.863,240.665
25.63,19.961,52.979,0.0,0.0,70.86,1.0,1.0,3.956,141.206
76.818,4.11,20.327,13.366,4.938,50.41,1.0,1.0,5.024,32.981
38.414,11.797,25.563,11.135,10.962,61.7,1.55,1.0,2.153,81.051
56.949,26.894,47.513,15.619,17.086,101.882,1.35,1.0,7.324,102.461
92.099,9.221,84.137,0.899,5.648,104.941,1.0,0.85,0.0,53.257
34.106,7.472,134.544,4.204,7.287,70.224,1.08,1.0,2.682,263.961
113.427,19.09,144.143,0.0,0.0,44.02,1.0,1.35,5.801,287.885
41.902,18.938,25.054,0.0,3.851,104.539,1.0,1.18,2.888,59.272
33.282,10.888,154.165,18.756,8.901,91.124,1.0,0.85,5.728,255.753
98.332,0.0,129.16,16.46,7.464,87.668,1.0,1.0,3.856,100.926
23.233,10.36,3.983,12.516,5.666,88.299,1.08,1.0,0.0,22.674
46.688,1.618,138.356,13.566,7.808,65.911,1.0,1.0,4.037,186.429
40.816,4.585,95.23,0.0,5.158,46.567,1.0,1.35,0.0,194.785
21.573,3.721,113.754,2.623,16.093,103.521,1.0,1.0,3.105,325.147
54.927,10.398,98.01,17.973,7.727,83.27,1.0,1.08,4.099,131.097
81.531,0.061,109.251,0.0,4.201,104.403,1.0,1.08,7.175,99.839
40.272,0.0,8.767,0.335,0.0,92.181,1.08,1.0,0.0,14.977
85.872,14.747,31.367,0.563,1.769,41.486,1.0,1.08,6.414,65.924
94.041,9.065,131.492,7.882,0.0,84.261,1.08,1.0,4.265,111.54
58.311,0.0,178.303,0.0,5.246,69.753,1.18,1.18,0.28,258.744
43.428,0.0,65.791,0.0,12.349,76.368,1.0,1.0,2.516,95.054
29.801,9.151,137.168,7.603,14.009,62.911,1.0,1.0,4.076,290.807
77.353,6.373,165.218,12.2,0.133,79.981,1.08,1.0,1.756,144.842
54.96,13.813,12.361,4.986,5.089,44.842,1.0,1.18,3.912,36.558
96.633,4.649,38.316,2.015,4.838,70.403,1.08,1.08,1.248,42.418
98.549,11.85,131.889,4.926,11.943,51.051,1.0,1.0,4.8,171.14
57.187,9.413,105.286,7.241,0.0,91.802,1.08,1.08,1.876,139.691
101.591,1.174,57.098,14.736,1.996,50.026,1.08,1.18,1.667,94.15
64.558,12.064,66.626,5.699,15.667,63.231,1.18,1.08,2.376,98.784
29.189,8.965,164.922,8.551,0.0,66.964,1.0,1.35,4.258,473.626
91.367,0.0,129.407,17.003,7.353,92.95,1.0,1.0,1.049,91.982
61.846,6.203,12.139,9.219,0.0,75.692,1.08,1.0,3.009,22.01
51.517,13.55,165.474,9.735,0.0,68.388,1.08,1.0,1.275,217.553
71.276,0.0,81.221,7.177,9.696,55.365,1.0,1.18,0.0,108.781
67.82,14.922,134.949,9.103,0.0,65.68,1.0,1.08,2.373,147.405
110.469,25.675,167.6,2.138,16.677,50.751,1.0,1.0,1.364,220.391
30.649,0.0,124.113,16.563,2.827,93.316,1.0,0.85,2.328,211.705
79.08,15.551,2.123,2.578,15.283,64.814,1.0,1.0,0.224,17.31
89.792,15.742,118.959,1.281,6.16,77.885,1.0,1.35,3.855,143.194
84.655,21.035,176.268,0.0,3.053,85.419,1.0,1.35,5.41,193.181
80.689,16.708,149.482,13.762,5.744,42.756,1.0,1.0,4.013,228.299
20.121,0.0,93.781,6.918,5.14,92.97,1.18,1.0,0.214,319.454
38.337,9.79,20.855,5.585,7.008,73.713,1.0,1.0,4.183,46.799
55.604,6.987,135.086,5.023,2.846,43.562,1.0,1.0,1.243,193.032
58.111,14.483,68.515,1.948,0.0,90.987,1.08,1.08,1.078,96.249
70.564,0.0,79.092,5.291,2.973,45.296,1.0,0.85,0.344,95.057
76.757,20.908,31.003,0.0,0.0,53.26,1.18,1.35,1.597,74.473
106.619,16.679,77.216,13.085,11.599,46.592,1.0,1.0,2.639,116.872
53.536,21.703,9.492,0.0,5.625,102.512,1.0,1.35,2.253,36.598
26.939,27.766,90.293,0.0,4.229,100.38,1.0,1.0,0.389,220.852
30.091,29.559,161.541,5.002,7.391,84.883,1.08,1.08,0.0,404.662
76.231,0.0,169.888,0.0,7.993,93.961,1.0,1.0,1.849,137.134
81.106,5.358,162.061,3.31,0.753,75.233,1.0,1.08,0.0,146.995
38.588,0.0,65.578,13.729,0.0,51.837,1.0,1.08,4.113,118.862
34.311,0.945,52.639,0.0,0.0,47.476,1.08,1.35,1.714,141.667
103.74,0.0,114.721,0.0,2.374,85.753,1.0,1.35,1.57,114.882
28.46,10.146,10.714,15.201,0.0,49.164,1.0,1.0,2.235,33.599
21.266,0.0,143.732,5.033,5.975,56.582,1.0,0.85,0.0,344.39
44.382,8.918,100.222,15.382,2.771,92.289,1.18,0.85,3.937,148.556
97.098,15.586,149.497,8.808,4.16,88.113,1.18,1.08,0.646,145.899
61.059,0.0,123.798,0.0,0.0,76.238,1.0,1.0,5.112,127.485
33.592,7.565,4.862,0.593,0.47,80.213,1.18,1.08,3.736,21.517
100.557,5.607,113.624,14.941,3.039,83.841,1.0,1.0,3.091,93.296
101.385,10.771,26.739,15.036,4.254,58.57,1.0,1.0,1.412,36.094
50.416,11.071,25.986,0.0,12.472,98.931,1.35,0.85,5.248,53.553
93.029,0.0,79.499,7.775,0.0,75.109,1.0,1.0,6.693,70.271
76.477,0.0,141.926,13.026,9.077,81.036,1.0,1.0,3.994,116.956
24.256,8.851,66.778,25.072,0.0,44.089,1.0,1.08,3.327,193.788
37.035,12.671,28.944,0.0,12.116,53.2,1.08,1.0,3.063,63.765
103.464,0.0,21.224,9.625,4.439,69.42,1.08,0.85,0.074,22.434
41.628,5.671,17.603,0.0,0.714,52.949,1.0,1.35,4.493,44.85
34.194,2.219,131.157,6.777,4.329,49.712,1.0,1.0,3.761,236.589
44.524,10.142,131.146,0.786,1.574,88.371,1.0,0.85,0.0,160.982
66.12,0.0,125.651,8.648,1.225,54.459,1.18,1.0,3.991,168.352
71.679,8.179,56.065,3.395,15.409,84.796,1.0,0.85,5.704,50.889
102.222,9.18,94.034,0.0,4.877,98.578,1.55,1.18,1.532,118.58
49.52,0.0,63.197,10.157,5.194,103.273,1.0,1.0,0.149,77.72
46.813,7.729,63.735,10.856,7.984,101.37,1.08,1.0,3.666,101.109
91.154,13.111,148.666,12.561,4.958,104.489,1.0,1.0,1.347,113.308
70.007,12.616,35.209,9.426,5.291,76.211,1.0,1.0,2.941,47.473
37.735,18.756,30.273,6.296,0.0,102.542,1.0,0.85,2.715,59.081
67.039,17.08,125.941,3.754,4.992,60.862,1.08,0.85,0.871,129.006
84.981,0.721,129.587,11.816,7.143,93.401,1.08,1.0,4.469,109.851
23.274,18.558,128.713,12.74,3.313,94.691,1.35,1.0,1.762,448.207
96.501,0.0,166.112,15.432,8.955,45.305,1.0,1.08,0.982,242.458
40.286,29.431,110.995,0.0,6.452,78.685,1.08,1.0,2.736,204.594
46.28,0.0,82.264,0.0,2.416,77.741,1.08,1.08,2.777,129.385
47.977,0.0,90.348,6.302,0.0,78.984,1.0,1.0,1.789,116.265
70.415,0.0,151.141,8.213,23.874,72.928,1.18,1.0,0.156,158.508
67.418,17.951,83.229,12.578,4.408,56.583,1.0,1.18,2.102,123.03
107.383,15.895,30.512,21.906,1.676,53.935,1.35,1.0,5.028,68.117
31.178,14.594,169.641,5.677,0.0,60.293,1.0,1.0,0.123,337.991
88.69,18.087,3.135,7.917,0.0,72.264,1.08,1.0,6.612,28.408
55.874,8.612,30.846,22.634,4.445,86.608,1.0,1.35,3.588,59.844
32.071,15.469,167.172,0.0,9.933,77.767,1.0,1.18,0.634,384.087
44.836,2.66,108.568,7.387,5.848,91.379,1.0,1.18,0.0,172.434
60.934,16.194,137.367,2.246,6.508,50.796,1.0,1.0,2.382,177.618
43.976,14.291,38.594,0.0,14.251,99.419,1.0,1.18,1.687,77.959
69.481,3.853,155.118,8.485,8.713,60.104,1.0,1.0,2.212,163.343
28.393,20.71,5.378,0.0,1.497,89.214,1.0,1.0,0.602,24.808
27.901,2.452,62.173,13.141,12.574,66.7,1.08,1.0,2.235,154.983
79.153,5.497,136.338,11.818,3.055,72.477,1.18,1.0,1.759,141.227
67.172,0.0,84.096,5.879,2.257,71.776,1.18,1.0,3.625,95.878
28.483,24.706,108.02,2.142,2.851,56.695,1.18,1.0,5.597,292.518
95.947,12.001,142.019,2.872,4.244,51.645,1.18,1.18,2.457,247.393
23.15,21.254,41.862,12.39,8.187,44.875,1.55,1.0,3.095,166.065
112.323,36.035,29.819,18.354,2.964,72.46,1.18,1.0,1.931,58.248
56.525,19.109,148.55,12.704,0.0,93.253,1.0,1.18,5.882,208.53
74.215,0.0,176.661,8.159,10.191,45.822,1.0,1.0,1.487,235.254
62.949,9.724,105.958,5.086,6.122,103.558,1.0,1.0,3.287,114.552
84.09,0.0,92.587,13.739,17.669,43.714,1.35,1.08,2.02,194.226
91.528,10.863,164.871,2.048,6.365,63.662,1.08,1.0,3.59,181.163
51.886,22.652,19.066,4.385,8.003,84.059,1.08,1.18,6.525,59.442
60.281,8.753,92.493,0.879,0.0,62.122,1.08,1.0,7.157,114.842
69.756,19.01,86.422,3.625,11.825,83.781,1.18,1.35,2.634,138.797
110.145,0.0,178.729,1.608,7.541,99.527,1.0,1.0,3.277,114.962
99.767,8.887,159.534,0.0,0.0,82.76,1.0,1.0,5.262,124.183
56.576,13.625,105.839,6.182,11.458,56.853,1.0,1.0,0.007,123.023
46.132,6.85,46.988,8.964,2.045,68.818,1.08,1.0,1.215,72.061
20.528,8.412,122.902,6.864,0.0,87.123,1.0,1.0,1.09,366.129
22.564,4.279,147.024,22.788,20.403,68.66,1.0,1.0,3.671,404.956
